"","degree","closeness","betweenness"
"Pollard S.M.",1,1,0
"Salmond R.J.",1,0.333333333333333,0
"Zamoyska R.",1,0.333333333333333,0
"Wilson M.D.",1,1,0
"Jensen J.D.",1,1,0
"Hastings A.",1,1,0
"Chen X.",1,1,0
"Erduran S.",1,1,0
"Hardwick K.G.",1,1,0
"Caroll M.W.",1,0.00847457627118644,0
"Edmunds W.J.",1,0.00847457627118644,0
"Eggo R.M.",1,0.00847457627118644,0
"Henao-Restrepo A.M.",1,0.00847457627118644,0
"Hué S.",1,0.00847457627118644,0
"Senn H.V.",1,0.111111111111111,0
"Campopiano D.J.",1,1,0
"Dupont C.L.",1,1,0
"Michieletto D.",1,1,0
"Milne R.I.",1,0.2,0
"White I.",1,1,0
"Medvinsky A.",1,1,0
"Spagnolo L.",1,0.333333333333333,0
"White M.F.",1,0.333333333333333,0
"MacDonald A.S.",1,1,0
"Hochwagen A.",1,0.00132450331125828,0
"Kaback D.B.",1,0.00132450331125828,0
"Lim H.S.",1,0.00132450331125828,0
"Meyer L.",1,0.00132450331125828,0
"Moyer A.",1,0.00132450331125828,0
"Murphy N.A.",1,0.00132450331125828,0
"Natov P.",1,0.00132450331125828,0
"Radley A.",1,0.00132450331125828,0
"Scheifele L.",1,0.00132450331125828,0
"Tripathy A.",1,0.00132450331125828,0
"Vergara Greeno R.",1,0.00132450331125828,0
"Wang T.",1,0.00132450331125828,0
"Wilkerson N.",1,0.00132450331125828,0
"Zeller K.",1,0.00132450331125828,0
"Zheng T.",1,0.00132450331125828,0
"Zhou V.",1,0.00132450331125828,0
"Zhu C.",1,1,0
"Smith H.",1,0.0588235294117647,0
"Skotheim J.M.",1,0.166666666666667,0
"Mallon E.B.",1,0.02,0
"Blay V.",1,0.333333333333333,0
"Houston D.R.",1,0.333333333333333,0
"Welburn J.P.I.",1,1,0
"Allen R.J.",1,1,0
"Woolhouse M.",1,0.0625,0
"Möller M.",1,1,0
"Spoel S.H.",1,1,0
"Kruuk L.E.B.",1,1,0
"Pybus O.G.",1,0.00862068965517241,0
"Zuk M.",1,1,0
"Betancor L.",1,0.0222222222222222,0
"Quiñones W.",1,0.0277777777777778,0
"Vagnarelli P.",1,1,0
"Giorgio-Serchi F.",1,0.2,0
"Cowan G.",1,1,0
"Grima R.",1,1,0
"Odey Y.L.",1,0.111111111111111,0
"Tyers M.",1,1,0
"Vervelde L.",1,0.1,0
"Chen S.",1,0.00161030595813205,0
"Chen T.",1,0.00161030595813205,0
"Deng Y.",1,0.00161030595813205,0
"Ding W.",1,0.00161030595813205,0
"Fu X.",1,0.00161030595813205,0
"Gong J.",1,0.00161030595813205,0
"Kocot K.M.",1,0.00161030595813205,0
"Lin T.",1,0.00161030595813205,0
"Ma P.",1,0.00161030595813205,0
"Mitchell L.",1,0.00161030595813205,0
"Obbard D.J.",1,0.00161030595813205,0
"Shen X.",1,0.00161030595813205,0
"Vinther J.",1,0.00161030595813205,0
"Wang H.",1,0.00161030595813205,0
"Wang J.",1,0.00161030595813205,0
"Yang H.",1,0.00161030595813205,0
"Ye X.",1,0.00161030595813205,0
"Zhang G.",1,0.00161030595813205,0
"Zhao H.",1,0.00161030595813205,0
"Zheng J.",1,0.00161030595813205,0
"Wallace S.",1,1,0
"Alexandra Rowe J.",1,1,0
"Liu Y.-H.",1,0.00118906064209275,0
"Marland J.R.K.",1,1,0
"Liu Y.",1,0.00145348837209302,0
